,Date,Time,Transaction,Item,Weekday
15323,2/23/2017,15:57:45,7070,Bread,Thursday
15324,2/23/2017,16:08:25,7071,Coffee,Thursday
15325,2/23/2017,16:08:25,7071,Tiffin,Thursday
15326,2/23/2017,16:17:16,7072,Hot chocolate,Thursday
15327,2/23/2017,16:17:16,7072,Hot chocolate,Thursday
15328,2/23/2017,16:17:16,7072,Coffee,Thursday
15329,2/23/2017,16:17:16,7072,Muffin,Thursday
15330,2/23/2017,16:17:16,7072,Tiffin,Thursday
15331,2/23/2017,16:17:16,7072,Alfajores,Thursday
15332,2/23/2017,16:32:01,7073,Bread,Thursday
15333,2/23/2017,16:32:01,7073,Bread,Thursday
15334,2/23/2017,16:36:34,7074,Tea,Thursday
15335,2/23/2017,17:14:02,7075,Coffee,Thursday
15336,2/23/2017,17:14:02,7075,Coffee,Thursday
15337,2/23/2017,17:14:02,7075,Tiffin,Thursday
15338,2/23/2017,17:14:02,7075,Muffin,Thursday
15339,2/23/2017,17:14:02,7075,Sandwich,Thursday
15340,2/23/2017,17:14:02,7075,Sandwich,Thursday
15341,2/23/2017,17:14:35,7076,Jam,Thursday
15342,2/24/2017,8:20:53,7077,Toast,Friday
15343,2/24/2017,8:28:03,7078,Afternoon with the baker,Friday
15344,2/24/2017,8:28:03,7078,Brownie,Friday
15345,2/24/2017,9:00:42,7079,Coffee,Friday
15346,2/24/2017,9:00:42,7079,Pastry,Friday
15347,2/24/2017,9:20:10,7080,Bread,Friday
15348,2/24/2017,9:26:44,7081,Bread,Friday
15349,2/24/2017,9:40:02,7082,Baguette,Friday
15350,2/24/2017,9:42:40,7083,Coffee,Friday
15351,2/24/2017,9:43:52,7084,Coffee,Friday
15352,2/24/2017,9:43:52,7084,Coffee,Friday
15353,2/24/2017,9:43:52,7084,Juice,Friday
15354,2/24/2017,9:43:52,7084,Scone,Friday
15355,2/24/2017,9:43:52,7084,Cookies,Friday
15356,2/24/2017,10:09:46,7085,Toast,Friday
15357,2/24/2017,10:09:46,7085,Coffee,Friday
15358,2/24/2017,10:09:46,7085,Coffee,Friday
15359,2/24/2017,10:09:46,7085,Coffee,Friday
15360,2/24/2017,10:16:12,7086,Coffee,Friday
15361,2/24/2017,10:16:12,7086,Coffee,Friday
15362,2/24/2017,10:33:24,7087,Tea,Friday
15363,2/24/2017,10:35:22,7088,Tiffin,Friday
15364,2/24/2017,10:35:49,7089,Tea,Friday
15365,2/24/2017,10:39:10,7090,Coffee,Friday
15366,2/24/2017,10:39:10,7090,Coffee,Friday
15367,2/24/2017,10:39:10,7090,Coffee,Friday
15368,2/24/2017,10:46:10,7091,Brownie,Friday
15369,2/24/2017,10:46:10,7091,Cake,Friday
15371,2/24/2017,10:46:10,7091,Tea,Friday
15372,2/24/2017,10:49:24,7092,Coffee,Friday
15373,2/24/2017,10:49:24,7092,Cookies,Friday
15374,2/24/2017,10:49:24,7092,Bread,Friday
15375,2/24/2017,10:51:32,7093,Pastry,Friday
15376,2/24/2017,11:12:11,7094,Sandwich,Friday
15377,2/24/2017,11:12:11,7094,Toast,Friday
15378,2/24/2017,11:12:11,7094,Tea,Friday
15379,2/24/2017,11:12:11,7094,Tea,Friday
15380,2/24/2017,11:17:43,7095,Bread,Friday
15381,2/24/2017,11:17:43,7095,Toast,Friday
15382,2/24/2017,11:35:32,7096,Farm House,Friday
15383,2/24/2017,11:38:56,7097,Coffee,Friday
15384,2/24/2017,11:38:56,7097,Toast,Friday
15385,2/24/2017,11:44:17,7098,Bread,Friday
15386,2/24/2017,11:44:17,7098,Medialuna,Friday
15387,2/24/2017,11:56:24,7099,Coffee,Friday
15388,2/24/2017,11:56:24,7099,Alfajores,Friday
15389,2/24/2017,11:56:24,7099,Muffin,Friday
15390,2/24/2017,11:56:24,7099,Coffee,Friday
15391,2/24/2017,12:29:26,7100,Bread,Friday
15392,2/24/2017,12:29:26,7100,Coffee,Friday
15393,2/24/2017,12:33:07,7101,Sandwich,Friday
15394,2/24/2017,12:33:07,7101,Bread,Friday
15395,2/24/2017,12:33:31,7102,Tea,Friday
15397,2/24/2017,12:39:55,7103,Bread,Friday
15398,2/24/2017,12:40:35,7104,Bread,Friday
15399,2/24/2017,12:43:20,7105,Bread,Friday
15400,2/24/2017,12:43:20,7105,Bread,Friday
15401,2/24/2017,12:43:20,7105,Coffee,Friday
15402,2/24/2017,12:43:20,7105,Coffee,Friday
15403,2/24/2017,12:43:20,7105,Coffee,Friday
15404,2/24/2017,12:43:20,7105,Tiffin,Friday
15405,2/24/2017,12:43:20,7105,Medialuna,Friday
15406,2/24/2017,12:43:20,7105,Sandwich,Friday
15407,2/24/2017,12:45:47,7106,Coffee,Friday
15408,2/24/2017,12:45:47,7106,Soup,Friday
15409,2/24/2017,12:45:47,7106,Sandwich,Friday
15410,2/24/2017,12:45:47,7106,Cake,Friday
15411,2/24/2017,12:48:41,7107,Tea,Friday
15412,2/24/2017,12:48:41,7107,Coffee,Friday
15413,2/24/2017,12:48:41,7107,Sandwich,Friday
15414,2/24/2017,12:48:41,7107,Muffin,Friday
15415,2/24/2017,12:49:45,7108,Cake,Friday
15416,2/24/2017,12:49:45,7108,Tea,Friday
15417,2/24/2017,12:49:45,7108,Coffee,Friday
15418,2/24/2017,12:54:37,7109,Soup,Friday
15419,2/24/2017,12:54:37,7109,Soup,Friday
15420,2/24/2017,12:54:37,7109,Coffee,Friday
15421,2/24/2017,12:54:37,7109,Coffee,Friday
15422,2/24/2017,13:07:19,7110,Bread,Friday
15423,2/24/2017,13:25:48,7111,Cake,Friday
15424,2/24/2017,13:25:48,7111,Bread,Friday
15425,2/24/2017,13:27:31,7112,Coffee,Friday
15426,2/24/2017,13:27:31,7112,Coffee,Friday
15427,2/24/2017,13:27:31,7112,Brownie,Friday
15428,2/24/2017,13:31:12,7113,Jam,Friday
15429,2/24/2017,13:43:46,7114,Brownie,Friday
15430,2/24/2017,13:43:46,7114,Cake,Friday
15431,2/24/2017,13:48:36,7115,Coffee,Friday
15432,2/24/2017,13:48:36,7115,Cake,Friday
15433,2/24/2017,13:48:36,7115,Muffin,Friday
15434,2/24/2017,13:48:36,7115,Toast,Friday
15435,2/24/2017,13:48:36,7115,Coffee,Friday
15436,2/24/2017,14:00:01,7116,Tea,Friday
15437,2/24/2017,14:00:01,7116,Tea,Friday
15438,2/24/2017,14:06:17,7117,Tea,Friday
15439,2/24/2017,14:06:17,7117,Scone,Friday
15440,2/24/2017,14:06:17,7117,Coffee,Friday
15441,2/24/2017,14:17:45,7118,Bread,Friday
15442,2/24/2017,14:17:45,7118,Bread,Friday
15443,2/24/2017,14:18:49,7119,Tiffin,Friday
15444,2/24/2017,14:18:49,7119,Mineral water,Friday
15445,2/24/2017,14:20:18,7120,Alfajores,Friday
15446,2/24/2017,14:20:18,7120,Scone,Friday
15447,2/24/2017,14:20:18,7120,Bread,Friday
15448,2/24/2017,14:35:01,7121,Bread,Friday
15449,2/24/2017,14:35:01,7121,Smoothies,Friday
15450,2/24/2017,14:35:01,7121,Chicken Stew,Friday
15451,2/24/2017,14:36:20,7122,Soup,Friday
15452,2/24/2017,14:36:20,7122,Soup,Friday
15453,2/24/2017,14:41:48,7123,Sandwich,Friday
15454,2/24/2017,14:41:48,7123,Bread,Friday
15455,2/24/2017,14:54:01,7124,Tea,Friday
15456,2/24/2017,14:54:01,7124,Tiffin,Friday
15457,2/24/2017,15:12:00,7125,Bread,Friday
15458,2/24/2017,15:21:34,7126,Spanish Brunch,Friday
15459,2/24/2017,15:22:52,7127,Coffee,Friday
15460,2/24/2017,15:22:52,7127,Coffee,Friday
15461,2/24/2017,15:24:56,7128,Coffee,Friday
15462,2/24/2017,15:24:56,7128,Brownie,Friday
15463,2/24/2017,16:12:58,7129,Coffee,Friday
15464,2/24/2017,16:12:58,7129,Truffles,Friday
15465,2/24/2017,16:19:16,7130,Sandwich,Friday
15466,2/24/2017,16:19:16,7130,Sandwich,Friday
15467,2/24/2017,16:19:16,7130,Bread,Friday
15468,2/24/2017,16:19:16,7130,Coffee,Friday
15469,2/24/2017,16:19:16,7130,Mineral water,Friday
15470,2/24/2017,16:23:48,7131,Bread,Friday
15471,2/24/2017,16:25:30,7132,Bread,Friday
15472,2/24/2017,16:25:30,7132,Coffee,Friday
15473,2/24/2017,16:49:59,7133,Alfajores,Friday
15474,2/24/2017,16:49:59,7133,Mineral water,Friday
15475,2/24/2017,16:49:59,7133,Coffee,Friday
15476,2/24/2017,16:49:59,7133,Hot chocolate,Friday
15477,2/24/2017,16:49:59,7133,Cookies,Friday
15478,2/24/2017,16:49:59,7133,Cookies,Friday
15479,2/24/2017,16:51:20,7134,Farm House,Friday
15480,2/24/2017,16:52:42,7135,Tea,Friday
15481,2/24/2017,16:52:42,7135,Bread,Friday
15482,2/24/2017,16:52:42,7135,Brownie,Friday
15483,2/24/2017,17:22:26,7136,Coffee,Friday
15484,2/24/2017,17:22:26,7136,Alfajores,Friday
15485,2/24/2017,17:22:26,7136,Tea,Friday
15486,2/25/2017,8:04:48,7137,Coffee,Saturday
15487,2/25/2017,8:04:48,7137,Bread,Saturday
15488,2/25/2017,8:04:48,7137,Pastry,Saturday
15489,2/25/2017,8:04:48,7137,Farm House,Saturday
15490,2/25/2017,8:12:49,7138,Eggs,Saturday
15491,2/25/2017,8:45:07,7139,Bread,Saturday
15492,2/25/2017,8:45:07,7139,Coffee,Saturday
15493,2/25/2017,8:59:44,7140,Bread,Saturday
15495,2/25/2017,9:00:36,7141,Coffee,Saturday
15496,2/25/2017,9:00:36,7141,Coke,Saturday
15498,2/25/2017,9:00:36,7141,Toast,Saturday
15499,2/25/2017,9:04:12,7142,Cake,Saturday
15500,2/25/2017,9:04:12,7142,Muffin,Saturday
15501,2/25/2017,9:04:12,7142,Muffin,Saturday
15502,2/25/2017,9:04:12,7142,Muffin,Saturday
15503,2/25/2017,9:05:06,7143,Bread,Saturday
15504,2/25/2017,9:16:22,7144,Bread,Saturday
15505,2/25/2017,9:17:08,7145,Scandinavian,Saturday
15506,2/25/2017,9:33:19,7146,Bread,Saturday
15507,2/25/2017,9:33:19,7146,Bread,Saturday
15508,2/25/2017,9:33:19,7146,Pastry,Saturday
15509,2/25/2017,9:33:19,7146,Medialuna,Saturday
15510,2/25/2017,9:41:43,7147,Bread,Saturday
15511,2/25/2017,9:41:43,7147,Bread,Saturday
15512,2/25/2017,9:43:06,7148,Bread,Saturday
15513,2/25/2017,9:46:10,7149,Baguette,Saturday
15514,2/25/2017,9:46:10,7149,Scandinavian,Saturday
15515,2/25/2017,9:54:13,7150,Cookies,Saturday
15516,2/25/2017,9:54:13,7150,Bread,Saturday
15517,2/25/2017,9:57:30,7151,Coffee,Saturday
15518,2/25/2017,9:57:30,7151,Coffee,Saturday
15519,2/25/2017,9:57:30,7151,Cake,Saturday
15520,2/25/2017,9:57:30,7151,Cake,Saturday
15521,2/25/2017,10:08:59,7152,Bread,Saturday
15522,2/25/2017,10:10:13,7153,Pastry,Saturday
15523,2/25/2017,10:10:13,7153,Coffee,Saturday
15524,2/25/2017,10:10:13,7153,Bread,Saturday
15525,2/25/2017,10:11:52,7154,Pastry,Saturday
15526,2/25/2017,10:11:52,7154,Pastry,Saturday
15527,2/25/2017,10:11:52,7154,Coffee,Saturday
15528,2/25/2017,10:18:02,7155,Scone,Saturday
15529,2/25/2017,10:25:02,7156,Toast,Saturday
15530,2/25/2017,10:25:02,7156,Coffee,Saturday
15531,2/25/2017,10:34:28,7157,Bread,Saturday
15532,2/25/2017,10:34:28,7157,Scone,Saturday
15533,2/25/2017,10:37:15,7158,Bread,Saturday
15534,2/25/2017,10:37:15,7158,Pastry,Saturday
15535,2/25/2017,10:46:22,7160,Tea,Saturday
15536,2/25/2017,10:46:22,7160,Bread,Saturday
15537,2/25/2017,10:46:22,7160,Alfajores,Saturday
15538,2/25/2017,10:46:22,7160,Medialuna,Saturday
15539,2/25/2017,10:46:22,7160,Bread,Saturday
15540,2/25/2017,10:46:22,7160,Jam,Saturday
15541,2/25/2017,10:47:23,7161,Coffee,Saturday
15542,2/25/2017,10:47:23,7161,Brownie,Saturday
15543,2/25/2017,10:47:23,7161,Coffee,Saturday
15545,2/25/2017,10:51:02,7162,Tea,Saturday
15546,2/25/2017,10:55:13,7163,Cookies,Saturday
15547,2/25/2017,10:55:13,7163,Juice,Saturday
15548,2/25/2017,10:55:13,7163,Coffee,Saturday
15549,2/25/2017,10:55:13,7163,Coffee,Saturday
15550,2/25/2017,11:26:15,7164,Scandinavian,Saturday
15551,2/25/2017,11:38:14,7165,Coffee,Saturday
15552,2/25/2017,11:38:14,7165,Coffee,Saturday
15553,2/25/2017,11:38:14,7165,Cookies,Saturday
15554,2/25/2017,11:40:38,7166,Coffee,Saturday
15555,2/25/2017,11:40:38,7166,Coffee,Saturday
15556,2/25/2017,11:40:38,7166,Pastry,Saturday
15557,2/25/2017,11:40:38,7166,Pastry,Saturday
15558,2/25/2017,11:41:10,7167,Coffee,Saturday
15559,2/25/2017,11:41:10,7167,Coffee,Saturday
15560,2/25/2017,11:46:36,7168,Medialuna,Saturday
15561,2/25/2017,11:47:28,7169,Medialuna,Saturday
15562,2/25/2017,11:55:43,7170,Coffee,Saturday
15563,2/25/2017,11:55:43,7170,Coffee,Saturday
15564,2/25/2017,11:55:43,7170,Coffee,Saturday
15565,2/25/2017,11:58:51,7171,Tea,Saturday
15566,2/25/2017,11:58:51,7171,Coffee,Saturday
15567,2/25/2017,11:58:51,7171,Coffee,Saturday
15568,2/25/2017,11:58:51,7171,Coke,Saturday
15569,2/25/2017,11:59:30,7172,Bread,Saturday
15571,2/25/2017,11:59:30,7172,Coffee,Saturday
15572,2/25/2017,11:59:30,7172,Coffee,Saturday
15573,2/25/2017,12:00:08,7173,Tiffin,Saturday
15574,2/25/2017,12:00:08,7173,Medialuna,Saturday
15575,2/25/2017,12:06:14,7174,Alfajores,Saturday
15576,2/25/2017,12:06:14,7174,Brownie,Saturday
15577,2/25/2017,12:06:14,7174,Bread,Saturday
15578,2/25/2017,12:06:14,7174,Baguette,Saturday
15579,2/25/2017,12:08:54,7175,Coffee,Saturday
15580,2/25/2017,12:08:54,7175,Cake,Saturday
15581,2/25/2017,12:08:54,7175,Alfajores,Saturday
15582,2/25/2017,12:08:54,7175,Tea,Saturday
15583,2/25/2017,12:08:54,7175,Tea,Saturday
15584,2/25/2017,12:09:50,7176,Coffee,Saturday
15585,2/25/2017,12:09:50,7176,Cake,Saturday
15587,2/25/2017,12:17:51,7177,The Nomad,Saturday
15588,2/25/2017,12:17:51,7177,Chicken Stew,Saturday
15589,2/25/2017,12:17:51,7177,Cake,Saturday
15590,2/25/2017,12:17:51,7177,Coffee,Saturday
15591,2/25/2017,12:17:51,7177,Coffee,Saturday
15592,2/25/2017,12:22:52,7178,Hot chocolate,Saturday
15593,2/25/2017,12:22:52,7178,Brownie,Saturday
15594,2/25/2017,12:30:55,7179,Coffee,Saturday
15596,2/25/2017,12:30:55,7179,Nomad bag,Saturday
15597,2/25/2017,12:32:47,7180,Coffee,Saturday
15598,2/25/2017,12:55:37,7181,Coffee,Saturday
15600,2/25/2017,13:06:36,7182,Coffee,Saturday
15601,2/25/2017,13:26:00,7183,Coffee,Saturday
15602,2/25/2017,13:28:12,7184,Coffee,Saturday
15603,2/25/2017,14:05:36,7185,Bread,Saturday
15604,2/25/2017,14:05:36,7185,Mineral water,Saturday
15605,2/25/2017,14:07:03,7186,Salad,Saturday
15606,2/25/2017,14:07:03,7186,Soup,Saturday
15607,2/25/2017,14:07:03,7186,Cake,Saturday
15608,2/25/2017,14:11:41,7187,Extra Salami or Feta,Saturday
15610,2/25/2017,14:11:41,7187,Tea,Saturday
15611,2/25/2017,14:12:06,7188,Bread,Saturday
15612,2/25/2017,14:12:06,7188,Soup,Saturday
15613,2/25/2017,14:12:38,7189,Coffee,Saturday
15614,2/25/2017,14:12:38,7189,Sandwich,Saturday
15615,2/25/2017,14:13:29,7190,Sandwich,Saturday
15616,2/25/2017,14:13:29,7190,Tea,Saturday
15617,2/25/2017,14:15:09,7191,Coffee,Saturday
15618,2/25/2017,14:15:09,7191,Extra Salami or Feta,Saturday
15619,2/25/2017,14:15:09,7191,Salad,Saturday
15620,2/25/2017,14:15:09,7191,Bread,Saturday
15621,2/25/2017,14:15:09,7191,Sandwich,Saturday
15622,2/25/2017,14:15:36,7192,Bread,Saturday
15623,2/25/2017,14:15:36,7192,Sandwich,Saturday
15624,2/25/2017,14:47:08,7193,Coffee,Saturday
15625,2/25/2017,14:50:51,7194,Hot chocolate,Saturday
15626,2/25/2017,14:50:51,7194,Coke,Saturday
15627,2/25/2017,14:50:51,7194,Juice,Saturday
15628,2/25/2017,14:50:51,7194,Chocolates,Saturday
15629,2/25/2017,14:50:51,7194,Tea,Saturday
15630,2/25/2017,14:55:13,7195,Coffee,Saturday
15631,2/25/2017,14:55:13,7195,Coffee,Saturday
15632,2/25/2017,15:06:25,7196,Cake,Saturday
15633,2/25/2017,15:11:03,7197,Cake,Saturday
15634,2/25/2017,15:11:03,7197,Coffee,Saturday
15635,2/25/2017,15:18:54,7198,Soup,Saturday
15636,2/25/2017,15:18:54,7198,Soup,Saturday
15637,2/25/2017,15:18:54,7198,Coffee,Saturday
15638,2/25/2017,15:18:54,7198,Coffee,Saturday
15639,2/25/2017,15:18:54,7198,Cookies,Saturday
15640,2/25/2017,15:18:54,7198,Scone,Saturday
15641,2/25/2017,15:18:54,7198,Hot chocolate,Saturday
15642,2/25/2017,15:40:17,7199,Tea,Saturday
15643,2/25/2017,15:40:17,7199,Tiffin,Saturday
15644,2/25/2017,15:40:17,7199,Bread,Saturday
15645,2/25/2017,15:42:11,7200,Scone,Saturday
15646,2/25/2017,15:42:11,7200,Muffin,Saturday
15647,2/25/2017,15:42:11,7200,Cake,Saturday
15648,2/25/2017,15:42:11,7200,Tea,Saturday
15649,2/25/2017,15:42:11,7200,Bread,Saturday
15650,2/25/2017,16:10:01,7201,Sandwich,Saturday
15651,2/25/2017,16:15:46,7202,Coke,Saturday
15652,2/25/2017,16:40:24,7203,Coffee,Saturday
15653,2/25/2017,16:40:24,7203,Coffee,Saturday
15654,2/25/2017,16:40:24,7203,Cake,Saturday
15655,2/25/2017,16:40:24,7203,Cake,Saturday
15656,2/25/2017,16:41:22,7204,Coffee,Saturday
15657,2/25/2017,16:41:22,7204,Sandwich,Saturday
15658,2/25/2017,16:41:47,7205,Bread,Saturday
15659,2/25/2017,16:41:47,7205,Medialuna,Saturday
15660,2/25/2017,16:51:56,7206,Cake,Saturday
15661,2/25/2017,16:51:56,7206,Cake,Saturday
15662,2/25/2017,16:58:21,7207,Cookies,Saturday
15663,2/25/2017,16:58:21,7207,Coffee,Saturday
15664,2/25/2017,16:58:21,7207,Bread,Saturday
15665,2/25/2017,17:15:06,7208,Hot chocolate,Saturday
15666,2/25/2017,17:15:06,7208,Cake,Saturday
15667,2/25/2017,17:15:50,7209,Hot chocolate,Saturday
15668,2/25/2017,17:15:50,7209,Cake,Saturday
15669,2/26/2017,9:07:07,7210,Coffee,Sunday
15670,2/26/2017,9:07:07,7210,Medialuna,Sunday
15671,2/26/2017,9:07:07,7210,Fudge,Sunday
15672,2/26/2017,9:26:10,7211,Bread,Sunday
15673,2/26/2017,9:26:41,7212,Coffee,Sunday
15674,2/26/2017,9:26:41,7212,Medialuna,Sunday
15675,2/26/2017,9:26:41,7212,Fudge,Sunday
15676,2/26/2017,9:33:50,7213,Coffee,Sunday
15677,2/26/2017,9:34:38,7214,Coffee,Sunday
15678,2/26/2017,9:34:38,7214,Coffee,Sunday
15679,2/26/2017,9:34:38,7214,Scone,Sunday
15680,2/26/2017,9:34:38,7214,Medialuna,Sunday
15681,2/26/2017,9:35:48,7215,Bread,Sunday
15682,2/26/2017,9:38:10,7216,Medialuna,Sunday
15683,2/26/2017,10:06:53,7217,Coffee,Sunday
15684,2/26/2017,10:06:53,7217,Medialuna,Sunday
15686,2/26/2017,10:17:37,7218,Cake,Sunday
15687,2/26/2017,10:17:37,7218,Coffee,Sunday
15688,2/26/2017,10:17:37,7218,Coffee,Sunday
15689,2/26/2017,10:17:37,7218,Juice,Sunday
15690,2/26/2017,10:17:37,7218,Soup,Sunday
15691,2/26/2017,10:18:06,7219,Coffee,Sunday
15692,2/26/2017,10:18:38,7220,Coffee,Sunday
15693,2/26/2017,10:20:40,7221,Tea,Sunday
15694,2/26/2017,10:20:40,7221,Coffee,Sunday
15695,2/26/2017,10:20:40,7221,Medialuna,Sunday
15696,2/26/2017,10:20:40,7221,Art Tray,Sunday
15697,2/26/2017,10:26:04,7222,Coffee,Sunday
15698,2/26/2017,10:39:19,7223,Coffee,Sunday
15699,2/26/2017,10:39:19,7223,Toast,Sunday
15700,2/26/2017,10:39:19,7223,Medialuna,Sunday
15701,2/26/2017,10:39:19,7223,Coffee,Sunday
15702,2/26/2017,10:50:53,7224,Medialuna,Sunday
15703,2/26/2017,10:50:53,7224,Medialuna,Sunday
15704,2/26/2017,10:50:53,7224,Cake,Sunday
15705,2/26/2017,10:50:53,7224,Scone,Sunday
15706,2/26/2017,11:00:15,7225,Farm House,Sunday
15707,2/26/2017,11:00:15,7225,Eggs,Sunday
15708,2/26/2017,11:00:15,7225,Bread,Sunday
15709,2/26/2017,11:00:15,7225,Medialuna,Sunday
15710,2/26/2017,11:09:06,7226,Coffee,Sunday
15711,2/26/2017,11:11:08,7227,Farm House,Sunday
15712,2/26/2017,11:30:41,7228,Bread,Sunday
15713,2/26/2017,11:30:41,7228,Alfajores,Sunday
15714,2/26/2017,11:31:31,7229,Scone,Sunday
15715,2/26/2017,11:31:31,7229,Jammie Dodgers,Sunday
15716,2/26/2017,11:31:31,7229,Cake,Sunday
15717,2/26/2017,11:36:55,7230,Bread,Sunday
15718,2/26/2017,11:36:55,7230,Scone,Sunday
15719,2/26/2017,11:37:47,7231,Bread,Sunday
15720,2/26/2017,11:43:02,7232,Coffee,Sunday
15721,2/26/2017,11:43:02,7232,Coffee,Sunday
15722,2/26/2017,11:43:02,7232,Hot chocolate,Sunday
15723,2/26/2017,11:51:04,7233,Coffee,Sunday
15724,2/26/2017,11:51:04,7233,Hot chocolate,Sunday
15725,2/26/2017,11:51:04,7233,Sandwich,Sunday
15727,2/26/2017,11:51:04,7233,Cake,Sunday
15728,2/26/2017,11:55:41,7234,Alfajores,Sunday
15729,2/26/2017,11:55:41,7234,Pastry,Sunday
15730,2/26/2017,11:55:41,7234,Baguette,Sunday
15731,2/26/2017,11:55:41,7234,Coffee,Sunday
15732,2/26/2017,11:55:41,7234,Coffee,Sunday
15733,2/26/2017,11:59:05,7235,Bread,Sunday
15734,2/26/2017,12:00:21,7236,Tea,Sunday
15735,2/26/2017,12:00:21,7236,Tea,Sunday
15737,2/26/2017,12:00:21,7236,The Nomad,Sunday
15738,2/26/2017,12:01:07,7237,Coffee,Sunday
15739,2/26/2017,12:01:07,7237,Coffee,Sunday
15740,2/26/2017,12:01:07,7237,Alfajores,Sunday
15741,2/26/2017,12:01:07,7237,Scone,Sunday
15743,2/26/2017,12:04:22,7238,Sandwich,Sunday
15744,2/26/2017,12:04:22,7238,Coffee,Sunday
15745,2/26/2017,12:04:22,7238,Coffee,Sunday
15746,2/26/2017,12:04:22,7238,Juice,Sunday
15747,2/26/2017,12:04:22,7238,Bread,Sunday
15748,2/26/2017,12:15:48,7239,Farm House,Sunday
15749,2/26/2017,12:15:48,7239,Cookies,Sunday
15750,2/26/2017,12:17:12,7240,Cake,Sunday
15751,2/26/2017,12:17:12,7240,Jammie Dodgers,Sunday
15752,2/26/2017,12:19:50,7241,Hot chocolate,Sunday
15753,2/26/2017,12:19:50,7241,Bread,Sunday
15754,2/26/2017,12:20:05,7242,Bread,Sunday
15755,2/26/2017,12:32:02,7243,Tea,Sunday
15756,2/26/2017,12:32:02,7243,Cookies,Sunday
15757,2/26/2017,13:01:12,7244,Coffee,Sunday
15758,2/26/2017,13:01:12,7244,Coffee,Sunday
15759,2/26/2017,13:08:30,7245,Coffee,Sunday
15760,2/26/2017,13:08:30,7245,Coffee,Sunday
15761,2/26/2017,13:08:30,7245,Coffee,Sunday
15762,2/26/2017,13:08:30,7245,Juice,Sunday
15763,2/26/2017,13:08:30,7245,Sandwich,Sunday
15764,2/26/2017,13:08:30,7245,Sandwich,Sunday
15766,2/26/2017,13:08:30,7245,Cookies,Sunday
15767,2/26/2017,13:08:30,7245,Cookies,Sunday
15768,2/26/2017,13:08:30,7245,Extra Salami or Feta,Sunday
15769,2/26/2017,13:18:15,7246,Coffee,Sunday
15770,2/26/2017,13:47:44,7247,Jammie Dodgers,Sunday
15771,2/26/2017,13:47:44,7247,Tiffin,Sunday
15772,2/26/2017,13:47:44,7247,Bread,Sunday
15773,2/26/2017,13:47:44,7247,Juice,Sunday
15774,2/26/2017,13:47:44,7247,Tea,Sunday
15775,2/26/2017,13:47:44,7247,Coffee,Sunday
15776,2/26/2017,13:48:33,7248,Pastry,Sunday
15777,2/26/2017,13:48:33,7248,Cake,Sunday
15778,2/26/2017,13:48:33,7248,Bread,Sunday
15779,2/26/2017,13:48:33,7248,Coffee,Sunday
15780,2/26/2017,13:48:33,7248,Tea,Sunday
15781,2/26/2017,13:51:51,7249,Pastry,Sunday
15782,2/26/2017,13:51:51,7249,Coffee,Sunday
15783,2/26/2017,13:52:32,7250,Toast,Sunday
15784,2/26/2017,13:53:11,7251,Coffee,Sunday
15785,2/26/2017,13:53:11,7251,Bread,Sunday
15786,2/26/2017,13:53:54,7252,Coffee,Sunday
15787,2/26/2017,13:55:32,7253,Spanish Brunch,Sunday
15788,2/26/2017,13:55:32,7253,Soup,Sunday
15789,2/26/2017,13:55:32,7253,Tea,Sunday
15790,2/26/2017,13:55:32,7253,Tea,Sunday
15791,2/26/2017,13:57:41,7254,Coffee,Sunday
15792,2/26/2017,13:57:41,7254,Coffee,Sunday
15793,2/26/2017,13:57:41,7254,Coffee,Sunday
15794,2/26/2017,13:57:41,7254,Art Tray,Sunday
15795,2/26/2017,13:57:41,7254,Soup,Sunday
15796,2/26/2017,13:57:41,7254,Soup,Sunday
15797,2/26/2017,13:57:41,7254,Salad,Sunday
15798,2/26/2017,13:57:41,7254,Spanish Brunch,Sunday
15799,2/26/2017,14:02:38,7255,Sandwich,Sunday
15800,2/26/2017,14:02:38,7255,Sandwich,Sunday
15801,2/26/2017,14:02:38,7255,Cookies,Sunday
15802,2/26/2017,14:06:39,7256,Juice,Sunday
15803,2/26/2017,14:06:39,7256,Spanish Brunch,Sunday
15804,2/26/2017,14:08:55,7257,Cake,Sunday
15805,2/26/2017,14:27:21,7258,Bread,Sunday
15806,2/26/2017,14:28:14,7259,Soup,Sunday
15807,2/26/2017,14:28:14,7259,Spanish Brunch,Sunday
15808,2/26/2017,14:28:14,7259,Coffee,Sunday
15809,2/26/2017,14:28:14,7259,Coffee,Sunday
15810,2/26/2017,14:32:48,7260,Bread,Sunday
15811,2/26/2017,14:45:07,7261,Coffee,Sunday
15812,2/26/2017,14:45:07,7261,Coffee,Sunday
15813,2/26/2017,14:45:07,7261,Scone,Sunday
15814,2/26/2017,14:45:07,7261,Cake,Sunday
15815,2/26/2017,14:45:34,7262,Coffee,Sunday
15816,2/26/2017,14:45:34,7262,Coffee,Sunday
15817,2/26/2017,14:45:34,7262,Scone,Sunday
15818,2/26/2017,14:45:34,7262,Cake,Sunday
15819,2/26/2017,14:48:23,7263,Coffee,Sunday
15820,2/26/2017,14:48:23,7263,Hot chocolate,Sunday
15821,2/26/2017,14:48:23,7263,Cake,Sunday
15822,2/26/2017,14:52:34,7264,Chicken Stew,Sunday
15823,2/26/2017,14:58:54,7265,Coffee,Sunday
15824,2/26/2017,14:58:54,7265,Coffee,Sunday
